Project_ID,Project_Title,Project_Description,Category_re-coded,Category_Topic_Committee_Raw,Project_Status,Agency_Code,Process_ID,District-Ward_Name,Win_Text,Votes,PB_Cycle,Cost_Num,fiscal_year,cost_appropriated,Vote_Year,Latitude,Longitude,Name_Dept_Agency_CBO,Project_Status_Category,Project_Status_Detail,Story?
15NYC_332,Electrical Upgrades - 2 of 2,Rewiring for air conditioners in the classrooms and main offices of P.S. 295,Schools,Schools,Not funded: Lost vote,,PBNYC-2015,NYCC District 38,No,2564,,350000,,,2015,40.6609691,-73.9890182,,Lost vote,Lost vote,
16NYC_405,South Brooklyn Community H.S.& P.S.169 Upgrades - 1 of 2,"There are no lockers, and thus students are required to carry their belongings, books, etc., throughout the day at SBHS. P.S.169 needs renovations of bathrooms that are in a state of disrepair.",Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2016,NYCC District 38,Yes,2546,,380000,FY17,"$380,000.00",2016,40.677969,-74.014363,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
16NYC_406,South Brooklyn Community H.S.& P.S.169 Upgrades - 2 of 2,"There are no lockers, and thus students are required to carry their belongings, books, etc., throughout the day at SBHS. P.S.169 needs renovations of bathrooms that are in a state of disrepair.",Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2016,NYCC District 38,Yes,2546,,380000,FY17,"$380,000.00",2016,40.677969,-74.014363,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
16NYC_399,Auditorium Upgrade for M.S. 88 and M.S.136 - 1 of 3,"These auditoriums are multi-purpose, handicapped-accessible community spaces. The spaces are currently outdated and need upgrades to better serve each school's internal and local community members.",Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2016,NYCC District 38,Yes,2527,,375000,FY17,"$375,000.00",2016,40.6604937,-73.9883002,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
16NYC_400,Auditorium Upgrade for M.S. 88 and M.S.136 - 2 of 3,"These auditoriums are multi-purpose, handicapped-accessible community spaces. The spaces are currently outdated and need upgrades to better serve each school's internal and local community members.",Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2016,NYCC District 38,Yes,2527,,375000,FY17,"$375,000.00",2016,40.6521201,-74.0074465,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
16NYC_401,Auditorium Upgrade for M.S. 88 and M.S.136 - 3 of 3,"These auditoriums are multi-purpose, handicapped-accessible community spaces. The spaces are currently outdated and need upgrades to better serve each school's internal and local community members.",Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2016,NYCC District 38,Yes,2527,,375000,FY17,"$375,000.00",2016,40.6521201,-74.0074465,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
18NYC_115,Technology Upgrade at Medgar Evers Prep,8 classroom sets and 35 smart boards to provide students with the necessary technology tools for a better education.,Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 35,Yes ,2524,7,250000,2019,"$250,000.00",2018,40.667,-73.9510136,,In process,Voted in 2018 PBNYC,
17NYC_249,Bathroom Repairs and Upgrades for Schools: P.S. 112,"Essential repairs, upgrades, and efficiency enhancements of 2 (two) restroom facilities needed per school.",Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2017,NYCC District 26,Yes,2521,,450000,FY18,"$450,000.00",2017,40.7572171,-73.9339221,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
17NYC_250,Bathroom Repairs and Upgrades for Schools: P.S. 12,"Essential repairs, upgrades, and efficiency enhancements of 2 (two) restroom facilities needed per school.",Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2017,NYCC District 26,Yes,2521,,450000,FY18,"$450,000.00",2017,40.7423048,-73.8934898,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
17NYC_251,Bathroom Repairs and Upgrades for Schools: P.S. 199,"Essential repairs, upgrades, and efficiency enhancements of 2 (two) restroom facilities needed per school.",Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2017,NYCC District 26,Yes,2521,,450000,FY18,"$450,000.00",2017,40.7396605,-73.9262918,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
17NYC_427,Auditorium Lighting and Sound Upgrade,"Enhancing the auditorium, which will include new microphones, lighting, projector, speakers, & a secondary control panel",Schools,Education,Project Status Needed,,PBNYC-2017,NYCC District 38,Yes,2502,,500000,,,2017,40.64078,-74.000759,,Project Status Needed,,
18NYC_330,Get Smarter with SMART Boards at P.S. 131,Smart Boards will bring interactive lessons to 24 classrooms in low income schools helping meet diverse learning needs.,Schools,Education,Not funded: Lost vote,,PBNYC-2018,NYCC District 39,No,2499,7,200000,,,2018,40.640783,-73.9933331,,Lost vote,Lost vote,
17NYC_56,Water Fountain Upgrades for East Harlem Schools: Harlem Village Academy,Drinking fountain and bottle filling station for Manhattan Center H.S.,Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2017,NYCC District 8,Yes,2487,,200000,FY18,"$200,000.00",2017,40.799289,-73.933297,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
17NYC_57,Water Fountain Upgrades for East Harlem Schools: J.H.S. 45 Roberts School,Drinking fountain and bottle filling station for Harlem Village Academy,Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2017,NYCC District 8,Yes,2487,,200000,FY18,"$200,000.00",2017,40.799289,-73.933297,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
17NYC_58,Water Fountain Upgrades for East Harlem Schools: Manhattan Center High School,Drinking fountain and bottle filling station for P.S. 57,Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2017,NYCC District 8,Yes,2487,,200000,FY18,"$200,000.00",2017,40.799289,-73.933297,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
17NYC_59,Water Fountain Upgrades for East Harlem Schools: P.S. 57 James Weldon Johnson,Drinking fountain and bottle filling station for J.H.S. 45.,Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2017,NYCC District 8,Yes,2487,,200000,FY18,"$200,000.00",2017,40.799289,-73.933297,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
18NYC_171,Technology Upgrade for 3 U.W.S. Libraries,"Purchase of new self-checkout kiosks, laptop and desktop computers, printers, and WiFi upgrades at all three libraries.",Schools,Arts Culture and Community Facilities,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 6,Yes ,2472,7,66667,2019,"$66,667.00",2018,40.784844,-73.9774244,,In process,Voted in 2018 PBNYC,
18NYC_172,Technology Upgrade for 3 U.W.S. Libraries,"Purchase of new self-checkout kiosks, laptop and desktop computers, printers, and WiFi upgrades at all three libraries.",Schools,Arts Culture and Community Facilities,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 7,Yes ,2472,7,66667,2019,"$66,667.00",2018,40.7743645,-73.9845136,,In process,Voted in 2018 PBNYC,
18NYC_173,Technology Upgrade for 3 U.W.S. Libraries,"Purchase of new self-checkout kiosks, laptop and desktop computers, printers, and WiFi upgrades at all three libraries.",Schools,Arts Culture and Community Facilities,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 8,Yes ,2472,7,66667,2019,"$66,667.00",2018,40.7365515,-73.9966157,,In process,Voted in 2018 PBNYC,
17NYC_428,Bathroom Renovations,The full renovation of the 2nd floor bathrooms for students and staff. This will complete renovations of all bathrooms.,Schools,Education,Project Status Needed,,PBNYC-2017,NYCC District 38,Yes,2450,,220000,,,2017,40.677349,-74.011716,,Project Status Needed,,
17NYC_441,FabLab for M.S. 442 Project-Based STEM Learning,Wiring upgrade to support innovative FabLab with 3D printers & programming challenges to help develop tech-savvy kids.,Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2017,NYCC District 39,Yes,2436,,200000,FY18,"$100,000.00",2017,40.656204,-73.982589,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
17NYC_459,Street Resurfacing,Street resurfacing to resurface the worst streets in Borough Park.,Streets & Sidewalks,Transit,In process: Part of Capital Plan - Funding Approved,DOT,PBNYC-2017,NYCC District 44,Yes,2390,,250000,FY17,"$200,000.00",2017,40.633545,-73.983328,NYC Department of Transportation,In process,Part of Capital Plan - Funding,
16NYC_404,Science Upgrade for MS.821 & IS.136,"The labs in both schools rooms are outdated, thus not fully functional. Teachers are trying their best to work in the labs to effectively teach STEM topics. The upgrade will include 2 labs per school",Schools,Education,Not funded: Lost vote,,PBNYC-2016,NYCC District 38,No,2365,,1000000,,,2016,40.6521201,-74.0074465,,Lost vote,Lost vote,
17NYC_458,Safe Streets for Seniors,Installation of sidewalk extensions and a way finding station to protect seniors.,Streets & Sidewalks,Transit,In process: In Design,DOT,PBNYC-2017,NYCC District 44,Yes,2343,,251200,FY14,"$360,000.00",2017,40.6358116,-73.9952731,NYC Department of Transportation,In process,In Design,
17NYC_430,Gymnasium Updates and Remodeling,"We would like to have a state of the art gym, which would include a heating/cooling system and technological upgrades.",Schools,Education,Project Status Needed,,PBNYC-2017,NYCC District 38,Yes,2334,,500000,,,2017,40.66067,-73.988478,,Project Status Needed,,
18NYC_322,Plant 100 New Trees on Third Avenue,"Plant 100 new trees to reduce air pollution from the Gowanus Expressway, and improve public health for the community.",Streets & Sidewalks,Parks and Recreation,Not funded: Lost vote,,PBNYC-2018,NYCC District 38,No,2326,7,180000,,,2018,40.6681669,-73.9800645,,Lost vote,Lost vote,checked
17NYC_426,A/C Wiring at P.S. 94,Rewiring of air conditioners in the classrooms. These classrooms become very uncomfortable in the warmer months.,Schools,Education,Project Status Needed,,PBNYC-2017,NYCC District 38,Yes,2312,,400000,,,2017,40.643604,-74.008319,,Project Status Needed,,
17NYC_393,Auditorium Facelift at P.S. 147/TYWLS,This project calls for an upgrade to the auditorium that P.S. 147 and The Young Women's Leadership School share.,Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2017,NYCC District 34,Yes,2307,,400000,FY18,"$400,000.00",2017,40.705036,-73.938665,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
18NYC_116,Building Safety for P.S. 20,"Construction upgrades to create a safer environment: water filtration, AC/Heating, doors, gym safety padding, plumbing.",Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 35,Yes ,2297,7,250000,2019,"$250,000.00",2018,40.691215,-73.9712029,,In process,Voted in 2018 PBNYC,
18NYC_93,Technology Upgrade for Public Schools,This project would support growing technology demands in every public school in District 3.,Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 3,Yes ,2289,7,350000,2019,"$350,000.00",2018,40.748827,-73.9937571,,In process,Voted in 2018 PBNYC,
18NYC_323,P.S. 676 Library Multimedia Center,Renovating the old school library and add a multimedia center equipped with modern technology.,Schools,Education,Not funded: Lost vote,,PBNYC-2018,NYCC District 38,No,2286,7,256810,,,2018,40.6779117,-74.0049023,,Lost vote,Lost vote,
18NYC_324,Summit Academy School Science Lab,A quality science lab will help ensure the students get the proper exposure to science laboratory techniques.,Schools,Education,Not funded: Lost vote,,PBNYC-2018,NYCC District 38,No,2280,7,250000,,,2018,40.6779117,-74.0049023,,Lost vote,Lost vote,
18NYC_37,New York Public Libraries Technological Upgrades,Technological upgrades for the following libraries: Grand Concourse,Libraries,Arts Culture & Community Facilities,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 15,Yes ,2262,7,50000,2019,"$50,000.00",2018,40.8440019,-73.9100331,,In process,Voted in 2018 PBNYC,
18NYC_38,New York Public Libraries Technological Upgrades,Technological upgrades for the following libraries: Tremont,Libraries,Arts Culture & Community Facilities,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 15,Yes ,2262,7,50000,2019,"$50,000.00",2018,40.8460885,-73.8983134,,In process,Voted in 2018 PBNYC,
18NYC_39,New York Public Libraries Technological Upgrades,Technological upgrades for the following libraries: 2 - Bronx Library Center,Libraries,Arts Culture & Community Facilities,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 15,Yes ,2262,7,50000,2019,"$50,000.00",2018,40.863047,-73.894508,,In process,Voted in 2018 PBNYC,
18NYC_40,New York Public Libraries Technological Upgrades,Technological upgrades for the following libraries: Belmont Library,Libraries,Arts Culture & Community Facilities,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 15,Yes ,2262,7,50000,2019,"$50,000.00",2018,40.8543992,-73.8878934,,In process,Voted in 2018 PBNYC,
16NYC_397,Air Conditioning Wiring for P.S. 1 and M.S. 88 - 1 of 2,This project will serve P.S. 1 in Sunset Park and M.S. 88 in Windsor Terrace for the installation of wiring that will support air conditioning units throughout the schools.,Schools,Education,Not funded: Lost vote,,PBNYC-2016,NYCC District 38,No,2241,,120000,,,2016,40.649042,-74.012289,,Lost vote,Lost vote,
16NYC_398,Air Conditioning Wiring for P.S. 1 and M.S. 88 - 2 of 2,This project will serve P.S. 1 in Sunset Park and M.S. 88 in Windsor Terrace for the installation of wiring that will support air conditioning units throughout the schools.,Schools,Education,Not funded: Lost vote,,PBNYC-2016,NYCC District 38,No,2241,,120000,,,2016,40.649042,-74.012289,,Lost vote,Lost vote,
18NYC_94,Technology Upgrade for Libraries,"This project would fund technology upgrades – including new desktops, printers and more – at libraries in District 3",Libraries,Arts Culture and Community Facilities,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 3,Yes ,2205,7,200000,2019,"$200,000.00",2018,40.748827,-73.9937571,,In process,Voted in 2018 PBNYC,
17NYC_433,Schoolyard Upgrade at P.S. 69,"Installing additional schoolyard gate openings, outdoor lighting and new basketball hoops.",Schools,Education,Project Status Needed,,PBNYC-2017,NYCC District 38,Yes,2162,,500000,,,2017,40.632534,-74.009589,,Project Status Needed,,
18NYC_65,Children’s Room/Auditorium Renovation,Repairing and upgrading the children’s room and auditorium with technology to meet the needs of our growing community.,Schools,Arts Culture & Community Facilities,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 26,Yes ,2159,7,500000,2019,"$500,000.00",2018,40.7453469,-73.9097346,,In process,Voted in 2018 PBNYC,
